variety,planting_date,days_to_harvest,head_weight_kg,head_diameter_cm,soil_ph,irrigation_liters_week,pest_present,fertilizer_type,quality_grade
Брокколи,2024-07-10,69,1.34,12.0,6.96,13.1,False,Минеральное,A
Белокочанная,2024-10-15,130,2.01,12.7,5.8,24.0,False,Минеральное,B
Пекинская,2024-09-27,85,0.5,8.6,7.39,10.1,True,Минеральное,D
Савойская,2026-05-18,130,0.93,14.8,6.85,18.3,False,Без удобрений,B
Савойская,2025-05-14,129,2.31,17.2,5.56,11.8,False,Минеральное,A
Цветная,2024-07-05,123,1.4,11.9,5.35,17.2,True,Без удобрений,D
Савойская,2024-05-29,117,1.21,21.1,5.99,12.1,False,Минеральное,A
Краснокочанная,2026-01-04,125,2.09,22.2,5.68,17.3,False,Комплексное,B
Краснокочанная,2024-09-04,150,2.25,19.3,7.3,15.3,False,Комплексное,A
Пекинская,2025-02-28,45,0.54,9.9,7.07,18.4,False,Органическое,B
Краснокочанная,2026-04-06,116,1.99,21.4,7.6,11.0,False,Органическое,B
Брюссельская,2025-07-10,105,0.87,7.5,6.31,13.6,True,Органическое,B
Брокколи,2025-05-09,82,1.25,17.6,6.97,9.4,False,Органическое,A
Брюссельская,2024-03-21,122,0.92,6.7,7.17,7.8,False,Органическое,B
Цветная,2025-12-16,99,1.45,11.7,5.98,17.8,True,Биоудобрение,D
Кольраби,2025-11-23,86,0.74,10.8,7.17,15.1,False,Биоудобрение,B
Краснокочанная,2026-03-01,135,2.72,22.7,7.23,16.1,False,Комплексное,A
Кольраби,2024-05-29,86,0.4,8.9,5.83,14.3,True,Комплексное,C
Брюссельская,2025-02-06,105,0.74,8.1,5.79,14.8,False,Комплексное,A
Брюссельская,2025-06-09,121,0.37,5.6,7.05,17.7,False,Органическое,A
Пекинская,2025-01-07,65,1.77,12.9,6.04,19.2,False,Органическое,B
Савойская,2025-05-11,117,1.85,17.9,7.11,16.0,False,Органическое,A
Цветная,2025-04-07,105,2.19,13.4,6.78,12.6,False,Комплексное,A
Пекинская,2024-12-07,65,0.76,13.0,5.39,6.7,False,Минеральное,C
Савойская,2024-11-12,125,2.57,16.6,7.31,11.9,False,Минеральное,A
Брюссельская,2026-04-06,106,0.65,6.0,6.49,22.8,False,Комплексное,A
Брюссельская,2025-12-19,97,1.31,6.1,6.04,11.1,False,Органическое,A
Брюссельская,2024-10-12,128,0.93,3.8,5.76,9.3,True,Органическое,C
Кольраби,2025-10-08,90,0.99,8.4,5.38,15.5,False,Комплексное,B
Цветная,2024-09-06,81,2.08,13.5,7.19,16.4,False,Комплексное,B
Пекинская,2024-03-07,56,1.06,14.8,6.03,15.8,False,Минеральное,B
Савойская,2024-10-25,134,0.99,12.3,5.3,6.0,False,Минеральное,C
Цветная,2025-11-05,99,1.61,15.2,6.84,9.7,False,Минеральное,A
Краснокочанная,2026-04-05,104,2.49,16.1,7.54,17.3,False,Комплексное,B
Брюссельская,2024-07-23,121,0.34,4.9,5.28,16.7,True,Органическое,D
Пекинская,2025-08-08,47,1.77,12.7,6.19,13.2,False,Органическое,A
Краснокочанная,2024-04-10,149,1.89,20.7,5.3,12.1,False,Органическое,B
Кольраби,2024-07-25,67,0.96,11.8,6.6,13.8,False,Комплексное,A
Цветная,2025-09-03,112,1.43,15.5,6.89,13.5,False,Минеральное,A
Цветная,2026-02-22,89,0.82,11.0,5.74,17.1,False,Органическое,B
Брюссельская,2024-07-29,95,0.98,7.2,6.62,13.8,False,Без удобрений,B
Пекинская,2025-09-09,77,0.73,15.8,6.14,19.7,False,Комплексное,B
Савойская,2026-05-19,129,1.06,17.9,6.45,15.5,False,Без удобрений,A
Брюссельская,2026-01-02,122,0.77,5.2,5.47,22.0,False,Комплексное,C
Краснокочанная,2025-01-30,139,1.03,12.2,6.92,12.4,False,Без удобрений,B
Брокколи,2025-11-07,91,1.26,15.7,5.61,12.1,False,Минеральное,B
Кольраби,2025-08-08,90,0.4,7.8,6.25,8.2,False,Комплексное,A
Белокочанная,2025-02-26,139,1.63,16.8,5.55,13.5,False,Без удобрений,B
Брюссельская,2025-07-08,98,0.86,5.7,7.44,15.2,True,Органическое,D
Кольраби,2026-01-14,76,0.45,10.1,7.53,11.3,True,Органическое,C
Кольраби,2025-08-03,92,0.74,6.2,5.22,14.9,True,Биоудобрение,D
Кольраби,2025-02-10,60,0.45,9.0,5.95,20.7,False,Органическое,B
Белокочанная,2025-09-04,105,1.6,20.8,6.53,20.1,True,Биоудобрение,C
Цветная,2024-07-25,76,1.89,20.6,6.94,21.2,False,Комплексное,B
Белокочанная,2025-12-20,98,1.4,21.1,5.31,15.4,False,Минеральное,C
Кольраби,2025-04-12,70,0.7,6.4,5.37,18.0,False,Органическое,B
Краснокочанная,2024-03-15,114,1.11,21.5,7.26,16.4,False,Без удобрений,B
Белокочанная,2025-07-12,126,3.79,21.6,5.74,14.4,False,Комплексное,A
Краснокочанная,2026-03-17,137,1.63,13.0,5.3,15.9,False,Комплексное,B
Пекинская,2025-04-16,57,0.9,15.9,7.05,10.4,False,Органическое,B
Брокколи,2026-01-14,71,1.18,10.1,5.46,11.6,False,Биоудобрение,B
Брокколи,2025-12-27,61,1.47,15.9,5.71,15.0,False,Органическое,A
Брокколи,2025-04-08,63,1.36,18.5,5.29,14.9,False,Минеральное,A
Краснокочанная,2026-06-10,108,1.29,16.0,7.4,9.7,False,Органическое,A
Цветная,2026-04-01,115,1.22,21.3,7.28,14.3,False,Комплексное,B
Пекинская,2024-04-09,58,0.64,10.3,7.2,15.7,False,Без удобрений,B
Савойская,2024-12-05,126,1.16,13.4,7.22,7.3,False,Органическое,B
Краснокочанная,2025-01-27,127,2.79,16.6,6.07,14.3,False,Комплексное,A
Брокколи,2025-05-24,65,1.12,9.0,6.37,16.9,True,Комплексное,C
Кольраби,2024-06-08,79,0.3,8.5,6.11,16.1,False,Органическое,A
Савойская,2024-10-05,110,0.88,17.2,5.21,8.7,False,Минеральное,B
Брюссельская,2025-04-08,118,0.47,6.3,7.49,19.4,False,Минеральное,B
Кольраби,2025-09-04,78,0.82,9.2,6.95,12.4,False,Органическое,A
Брюссельская,2024-05-14,121,0.5,4.6,6.12,7.3,False,Органическое,A
Брюссельская,2025-01-21,117,0.81,8.2,6.7,13.8,False,Органическое,A
Краснокочанная,2025-05-05,125,1.85,23.8,6.5,5.9,False,Комплексное,A
Кольраби,2026-05-23,67,1.06,7.7,6.6,17.3,False,Органическое,A
Пекинская,2025-06-07,63,1.11,13.0,5.79,12.6,True,Без удобрений,D
Краснокочанная,2026-03-06,122,1.92,15.3,6.35,14.1,False,Органическое,A
Цветная,2024-08-05,91,1.04,23.3,6.51,16.2,False,Минеральное,B
Брокколи,2024-03-01,67,1.68,11.2,5.43,15.0,False,Органическое,B
Брокколи,2026-05-15,75,0.9,9.6,5.3,7.8,False,Органическое,B
Краснокочанная,2026-02-07,115,1.61,22.9,5.25,19.0,False,Комплексное,B
Савойская,2025-02-24,121,0.97,15.9,6.0,16.5,False,Без удобрений,B
Пекинская,2026-03-11,56,0.81,9.6,6.7,6.7,False,Без удобрений,C
Белокочанная,2024-08-02,110,2.6,23.2,7.6,12.3,False,Органическое,B
Белокочанная,2024-10-02,110,2.73,23.8,5.2,17.9,False,Минеральное,C
Савойская,2024-11-26,120,1.69,15.7,5.52,7.6,False,Без удобрений,C
Краснокочанная,2026-01-28,144,2.2,15.5,6.5,10.5,True,Минеральное,C
Пекинская,2024-03-01,78,0.66,12.0,6.09,8.6,True,Комплексное,B
Белокочанная,2024-12-10,125,2.2,25.9,5.82,13.4,False,Минеральное,A
Пекинская,2024-10-06,71,1.31,14.6,5.36,10.6,False,Без удобрений,C
Брюссельская,2025-03-07,127,0.4,5.6,5.82,19.3,False,Комплексное,C
Пекинская,2026-02-03,64,1.41,9.9,5.46,14.7,True,Комплексное,C
Краснокочанная,2024-09-05,120,3.38,15.9,5.94,11.4,False,Минеральное,B
Краснокочанная,2025-09-26,117,1.85,18.1,5.41,7.7,False,Органическое,C
Пекинская,2025-07-21,59,1.09,12.9,6.52,15.9,False,Без удобрений,A
Белокочанная,2024-10-31,126,2.44,22.1,5.79,10.3,True,Органическое,C
Савойская,2025-02-11,103,0.89,16.5,6.83,14.7,True,Комплексное,B
Цветная,2025-08-04,100,1.81,17.4,7.43,14.5,True,Комплексное,C
Савойская,2025-05-31,101,1.39,19.2,6.35,10.7,False,Органическое,A
Савойская,2025-10-01,103,2.64,16.4,6.83,9.3,False,Комплексное,B
Кольраби,2026-02-21,85,0.61,9.8,7.02,15.4,True,Комплексное,C
Краснокочанная,2025-06-25,124,1.19,19.2,7.41,16.0,False,Комплексное,B
Краснокочанная,2024-09-18,145,1.04,16.4,5.77,13.3,True,Комплексное,C
Цветная,2025-02-13,89,1.37,12.0,6.78,10.6,True,Комплексное,B
Брюссельская,2024-08-19,114,0.84,6.1,5.42,14.6,False,Комплексное,A
Кольраби,2026-04-02,69,0.47,11.9,6.83,12.6,False,Биоудобрение,A
Савойская,2024-07-08,122,2.35,17.4,5.28,13.0,False,Комплексное,A
Брюссельская,2025-10-21,119,0.66,6.7,5.45,8.0,True,Без удобрений,D
Савойская,2024-12-14,106,1.57,16.4,6.3,11.0,True,Комплексное,B
Цветная,2025-12-02,117,0.84,11.2,6.22,15.7,False,Без удобрений,B
Брокколи,2025-08-28,60,1.04,9.6,5.82,6.5,False,Без удобрений,B
Брокколи,2024-06-01,62,0.76,16.7,5.78,13.7,False,Комплексное,A
Цветная,2024-04-18,116,1.77,14.9,6.17,3.5,False,Комплексное,B
Белокочанная,2024-09-30,121,2.26,16.0,6.25,10.0,True,Без удобрений,C
Цветная,2026-05-20,74,1.69,19.4,6.38,6.8,False,Комплексное,A
Кольраби,2024-07-03,65,1.04,11.8,6.18,9.6,False,Комплексное,A
Брюссельская,2024-12-26,115,0.84,4.2,5.68,16.3,False,Комплексное,A
Кольраби,2025-03-22,89,0.88,6.8,6.86,11.1,False,Без удобрений,B
Цветная,2025-12-03,79,1.78,15.3,5.21,4.9,False,Минеральное,C
Брокколи,2025-03-24,76,0.9,16.8,7.17,14.0,True,Органическое,C
Цветная,2024-09-01,121,0.96,11.5,7.38,6.1,True,Комплексное,D
Пекинская,2026-01-08,78,0.55,12.7,6.99,22.4,True,Биоудобрение,D
Савойская,2026-05-18,97,2.9,15.5,6.39,11.3,False,Органическое,A
Краснокочанная,2024-03-09,104,1.71,18.3,7.12,19.4,False,Органическое,A
Краснокочанная,2025-03-28,141,1.68,19.1,7.59,12.9,False,Биоудобрение,B
Брюссельская,2024-04-27,112,0.41,3.5,5.29,8.5,False,Без удобрений,C
Брокколи,2026-03-07,72,1.31,8.6,7.03,15.2,False,Без удобрений,B
Белокочанная,2025-10-03,127,1.38,17.4,6.66,16.3,False,Органическое,B
Белокочанная,2024-06-30,132,4.0,20.2,6.79,13.3,False,Органическое,A
Брокколи,2024-12-06,74,0.53,15.4,7.06,18.2,False,Без удобрений,B
Кольраби,2025-02-10,81,1.02,7.4,7.48,13.4,False,Минеральное,A
Брюссельская,2026-02-18,125,0.66,6.2,5.82,10.5,False,Без удобрений,B
Цветная,2024-06-11,93,1.75,15.7,5.58,12.3,False,Без удобрений,B
Брокколи,2025-05-20,96,1.53,11.7,6.86,16.4,False,Органическое,A
Цветная,2025-04-13,108,0.74,13.6,6.2,15.0,True,Органическое,C
Пекинская,2025-06-01,64,1.59,11.6,6.19,6.7,False,Минеральное,A
Брюссельская,2026-04-05,125,1.07,5.4,7.19,12.8,False,Органическое,A
Брюссельская,2026-03-14,108,1.2,7.4,5.78,21.1,False,Минеральное,B
Савойская,2025-08-07,138,2.25,15.7,5.39,8.5,False,Минеральное,C
Савойская,2026-02-28,110,1.8,17.3,6.84,20.8,False,Без удобрений,B
Кольраби,2025-03-07,89,0.67,12.0,5.65,17.5,False,Биоудобрение,B
Цветная,2025-08-21,101,1.85,18.6,6.62,10.0,False,Биоудобрение,A
Савойская,2024-06-10,106,2.37,15.7,5.71,12.3,False,Минеральное,A
Брюссельская,2025-04-22,95,0.94,4.6,6.25,10.1,False,Биоудобрение,A
Савойская,2025-12-31,112,1.18,18.8,6.33,16.7,False,Комплексное,A
Краснокочанная,2025-12-06,107,1.59,19.8,7.22,8.3,False,Органическое,B
Брюссельская,2025-03-11,112,0.6,4.0,6.79,14.8,False,Органическое,A
Кольраби,2024-12-11,60,0.62,8.9,7.02,11.3,True,Комплексное,C
Цветная,2025-05-03,116,1.2,16.7,6.06,15.3,False,Биоудобрение,A
Брюссельская,2025-06-14,98,1.11,4.5,6.86,10.0,False,Без удобрений,B
Пекинская,2025-07-29,57,0.84,12.9,6.07,17.0,False,Комплексное,A
Пекинская,2026-05-16,45,0.53,12.2,7.06,20.0,False,Без удобрений,B
Брюссельская,2025-05-20,95,0.76,5.5,6.5,13.9,False,Комплексное,A
Савойская,2025-05-20,136,1.17,13.2,6.38,12.0,True,Комплексное,B
Брюссельская,2025-06-13,102,0.78,4.1,5.86,12.2,False,Без удобрений,B
Брокколи,2024-05-15,98,1.15,18.0,7.07,14.9,False,Органическое,B
Кольраби,2026-05-27,70,0.71,9.4,5.94,8.4,False,Биоудобрение,B
Брюссельская,2024-11-23,122,0.99,7.0,5.85,7.6,True,Комплексное,C
Цветная,2025-03-23,110,2.02,16.3,7.01,13.3,True,Биоудобрение,C
Брюссельская,2025-12-21,113,0.64,5.4,5.9,9.9,False,Органическое,A
Краснокочанная,2025-07-17,144,1.17,18.6,5.43,14.7,False,Органическое,B
Цветная,2026-02-15,82,0.95,18.8,5.53,8.3,False,Комплексное,B
Цветная,2024-12-10,109,1.5,16.6,5.34,16.1,True,Комплексное,C
Савойская,2024-06-17,114,2.54,19.1,6.55,19.4,False,Биоудобрение,B
Цветная,2026-01-19,105,1.89,17.5,5.71,14.3,False,Органическое,B
Брокколи,2025-06-29,96,1.1,10.1,5.47,9.0,True,Комплексное,C
Савойская,2026-02-07,116,0.95,19.7,6.9,13.2,False,Биоудобрение,B
Белокочанная,2025-06-06,134,1.33,17.2,7.46,12.3,True,Органическое,D
Брюссельская,2024-03-01,105,0.62,6.2,6.48,8.9,False,Минеральное,A
Брокколи,2025-01-06,64,1.49,17.0,6.86,16.6,False,Минеральное,A
Брюссельская,2025-06-20,125,0.55,6.3,5.3,14.2,False,Комплексное,B
Брюссельская,2025-04-17,128,1.26,7.2,5.58,15.9,False,Минеральное,C
Брюссельская,2026-01-07,133,0.66,6.2,7.16,13.0,True,Комплексное,C
Савойская,2024-06-08,108,2.15,16.8,5.92,19.5,False,Комплексное,A
Савойская,2026-02-06,115,1.3,21.1,7.33,11.1,False,Органическое,B
Брюссельская,2024-06-23,126,0.82,6.0,5.86,14.6,False,Комплексное,B
Брюссельская,2025-05-11,95,0.77,9.1,5.9,15.4,False,Комплексное,A
Савойская,2025-07-22,105,1.12,19.8,6.12,10.6,True,Комплексное,B
Брокколи,2025-02-27,71,0.62,15.3,6.41,8.8,True,Минеральное,C
Брокколи,2025-01-10,80,0.7,15.4,5.56,11.9,False,Комплексное,A
Белокочанная,2025-09-02,133,1.23,16.9,6.89,12.5,True,Без удобрений,D
Цветная,2026-06-03,106,1.41,18.4,7.56,17.4,False,Минеральное,B
Брюссельская,2024-11-21,100,1.16,5.7,5.66,9.3,False,Минеральное,B
Пекинская,2024-07-29,53,1.52,10.2,5.59,10.6,False,Комплексное,A
Пекинская,2024-07-24,78,0.92,13.7,5.9,18.6,False,Комплексное,B
Кольраби,2024-12-31,68,0.35,9.7,6.65,8.2,False,Минеральное,A
Цветная,2025-09-25,107,0.78,19.3,6.98,12.3,True,Биоудобрение,C
Савойская,2024-09-18,119,1.33,23.7,5.74,11.4,False,Минеральное,A
Брокколи,2025-05-28,73,0.51,14.1,5.61,17.3,False,Комплексное,B
Краснокочанная,2026-04-05,135,2.23,19.4,7.48,10.7,False,Комплексное,A
Пекинская,2025-05-19,64,1.17,10.8,6.56,18.7,False,Биоудобрение,B
Цветная,2026-04-13,100,0.87,18.0,5.21,10.1,True,Минеральное,D
Савойская,2026-03-30,100,1.46,22.5,6.89,13.5,False,Минеральное,A
Кольраби,2024-08-14,69,0.97,13.5,6.08,13.5,False,Органическое,A
Савойская,2026-05-24,132,2.03,21.8,6.14,11.5,False,Минеральное,A
Белокочанная,2025-12-12,140,2.87,22.4,6.87,18.3,False,Минеральное,A
Краснокочанная,2025-01-11,150,2.77,19.8,6.6,7.8,False,Органическое,A
Краснокочанная,2025-10-15,143,2.14,17.4,7.19,6.4,False,Органическое,B
Белокочанная,2026-01-03,101,2.21,14.6,7.54,2.4,False,Комплексное,C
Белокочанная,2025-07-20,110,3.1,15.7,7.27,14.4,False,Комплексное,A
Краснокочанная,2025-05-19,140,2.56,19.4,5.35,13.5,False,Органическое,B
Брокколи,2025-10-08,70,0.57,9.8,7.21,13.6,True,Минеральное,C
Кольраби,2024-03-27,66,1.19,12.4,6.47,15.5,False,Комплексное,A
Брокколи,2024-05-09,71,0.9,17.0,5.24,8.3,False,Минеральное,C
Пекинская,2025-10-26,64,1.46,14.9,7.2,6.7,False,Комплексное,B
Савойская,2024-09-20,122,1.05,14.6,5.68,13.4,False,Органическое,B
Савойская,2025-01-28,108,1.86,13.6,6.18,10.5,False,Минеральное,A
Краснокочанная,2024-07-08,129,3.05,23.5,6.58,13.3,False,Биоудобрение,A
Цветная,2025-07-16,97,0.83,13.7,6.0,14.4,False,Минеральное,B
Краснокочанная,2024-03-09,104,1.4,21.6,6.36,14.7,False,Органическое,A
Савойская,2025-06-30,141,1.89,11.6,5.48,5.9,True,Комплексное,D
Белокочанная,2025-07-07,125,2.8,28.6,6.67,13.0,False,Комплексное,A
Кольраби,2025-06-19,76,0.63,12.5,6.36,7.3,False,Комплексное,A
Цветная,2024-07-12,81,1.24,17.2,6.38,11.6,False,Органическое,A
Брокколи,2024-09-11,96,1.59,11.1,6.33,20.5,False,Биоудобрение,B
Савойская,2025-12-10,95,2.53,14.9,5.95,15.7,False,Минеральное,B
Пекинская,2025-10-07,60,1.0,9.0,5.8,15.8,True,Минеральное,D
Белокочанная,2025-04-08,124,1.66,26.4,6.97,15.9,False,Минеральное,B
Краснокочанная,2024-11-19,129,2.28,18.0,7.53,13.1,False,Биоудобрение,B
Краснокочанная,2026-03-29,151,2.45,19.7,5.75,15.6,False,Минеральное,B
Кольраби,2024-05-05,73,0.84,12.9,6.77,13.2,False,Комплексное,A
Краснокочанная,2025-08-16,104,2.71,19.5,5.27,13.2,False,Комплексное,A
Брюссельская,2026-04-04,91,0.66,6.3,6.85,9.3,False,Органическое,A
Кольраби,2025-01-10,83,0.46,12.4,5.58,11.0,False,Комплексное,B
Кольраби,2025-10-13,65,0.87,9.0,6.02,13.7,False,Без удобрений,B
Савойская,2025-01-17,130,0.95,19.5,6.66,17.4,True,Минеральное,C
Савойская,2025-07-29,115,1.25,14.1,7.23,9.8,False,Комплексное,A
Кольраби,2025-02-17,81,0.82,6.5,6.71,16.2,False,Без удобрений,B
Краснокочанная,2024-10-03,151,1.79,17.2,7.38,15.7,False,Минеральное,B
Брюссельская,2025-07-26,119,1.15,7.6,6.59,11.5,False,Минеральное,A
Краснокочанная,2025-01-13,138,1.81,15.1,5.38,18.6,False,Минеральное,C
Кольраби,2024-07-20,61,0.41,7.5,6.7,11.5,False,Комплексное,A
Пекинская,2025-01-27,80,1.11,15.7,7.07,17.6,False,Комплексное,A
Цветная,2024-10-14,112,2.0,12.2,6.71,9.6,True,Комплексное,B
Пекинская,2025-05-02,80,1.49,15.1,6.29,17.9,False,Минеральное,A
Брокколи,2026-01-30,73,0.83,15.7,6.89,16.2,False,Биоудобрение,B
Кольраби,2024-10-18,80,1.12,9.8,6.82,7.3,False,Комплексное,B
Кольраби,2024-10-20,62,0.72,7.8,5.51,6.8,False,Органическое,B
Пекинская,2024-12-19,61,1.83,15.1,5.98,13.8,False,Минеральное,A
Цветная,2024-10-28,82,1.47,14.1,7.44,18.3,False,Биоудобрение,B
Брокколи,2024-09-05,88,1.17,13.4,7.55,13.4,False,Без удобрений,B
Брокколи,2024-10-20,78,1.01,13.7,6.56,20.0,False,Органическое,A
Савойская,2024-12-06,118,1.81,19.8,7.31,14.3,False,Органическое,B
Кольраби,2024-03-29,60,0.81,11.0,7.57,12.0,False,Комплексное,B
Белокочанная,2025-06-09,122,3.66,25.3,7.43,14.7,False,Комплексное,A
Белокочанная,2026-06-05,101,2.77,22.6,7.0,2.7,False,Минеральное,C
Цветная,2025-08-03,109,1.66,20.7,6.63,13.0,False,Биоудобрение,A
Брюссельская,2025-06-02,107,1.02,6.9,7.34,7.4,False,Органическое,B
Савойская,2026-02-25,126,2.6,17.3,5.65,12.8,False,Органическое,A
Брокколи,2024-08-29,99,0.75,15.1,6.05,11.2,False,Минеральное,A
Краснокочанная,2025-01-13,125,2.81,12.7,6.61,11.0,False,Без удобрений,B
Брюссельская,2024-06-18,118,0.75,4.8,6.0,4.5,True,Комплексное,C
Брюссельская,2025-01-10,103,0.88,7.2,5.35,21.7,False,Минеральное,C
Брокколи,2025-02-13,94,0.59,17.0,5.9,9.0,False,Минеральное,B
Брокколи,2025-04-12,88,0.87,10.3,7.21,12.5,True,Комплексное,B
Кольраби,2026-04-17,76,1.07,12.4,7.35,10.9,False,Минеральное,B
Брокколи,2025-05-05,69,1.53,10.1,6.81,16.6,False,Органическое,A
Белокочанная,2025-07-31,142,2.76,18.6,6.99,10.9,True,Органическое,C
Цветная,2024-06-14,99,1.55,20.9,6.68,20.0,False,Органическое,B
Цветная,2025-09-04,87,1.51,13.9,7.55,17.2,False,Комплексное,B
Пекинская,2024-06-19,52,0.46,11.2,7.08,19.9,False,Без удобрений,B
Пекинская,2024-05-14,77,0.57,15.4,5.48,9.1,False,Минеральное,B
Савойская,2024-04-29,119,2.7,15.0,5.82,12.5,False,Биоудобрение,A
Цветная,2024-07-27,91,0.91,21.2,6.08,18.5,False,Комплексное,A
Савойская,2025-08-07,133,1.47,12.3,5.34,10.9,False,Без удобрений,C
Цветная,2026-01-12,79,1.79,16.7,6.09,12.4,False,Без удобрений,B
Савойская,2026-05-05,101,1.53,19.0,5.84,13.6,False,Минеральное,B
Кольраби,2025-01-15,64,0.64,12.6,5.75,13.1,False,Комплексное,A
Белокочанная,2025-08-06,119,3.18,16.2,6.43,7.1,False,Без удобрений,B
Брокколи,2024-06-12,90,0.62,12.5,6.53,10.8,False,Биоудобрение,A
Цветная,2025-08-11,109,0.83,11.8,6.07,14.8,True,Без удобрений,D
Белокочанная,2024-04-03,91,2.75,14.6,6.01,9.9,False,Без удобрений,B
Брюссельская,2025-11-15,100,0.57,6.5,6.98,15.4,True,Минеральное,C
Краснокочанная,2025-07-10,137,2.3,12.8,6.02,11.6,True,Комплексное,B
Белокочанная,2026-04-22,129,3.96,25.4,6.8,14.4,False,Биоудобрение,A
Савойская,2025-12-20,111,1.49,21.2,5.43,11.9,False,Органическое,A
Брокколи,2024-06-27,82,1.41,16.9,6.18,12.4,False,Без удобрений,B
Кольраби,2024-07-01,69,0.74,10.8,6.55,14.3,False,Комплексное,A
Брокколи,2024-05-27,80,1.38,14.1,7.33,10.8,False,Минеральное,B
Цветная,2024-06-26,80,0.93,17.8,6.5,11.5,False,Минеральное,A
Краснокочанная,2024-06-08,126,1.83,20.0,6.38,14.6,False,Органическое,B
Брюссельская,2024-11-12,117,0.4,4.3,5.32,14.0,False,Без удобрений,B
Белокочанная,2024-10-16,138,1.2,18.7,5.97,16.2,True,Без удобрений,C
Пекинская,2026-04-24,60,1.01,12.3,6.79,21.0,False,Минеральное,B
Краснокочанная,2025-11-11,139,1.16,19.0,6.87,15.5,True,Комплексное,B
Цветная,2024-06-19,89,1.57,15.5,6.44,9.0,False,Биоудобрение,A
Цветная,2026-05-25,83,1.55,16.8,6.7,15.6,False,Органическое,A
Савойская,2026-02-03,116,1.26,19.0,6.17,9.2,True,Минеральное,C
Цветная,2024-03-10,113,1.52,16.3,6.75,10.7,False,Минеральное,B
Цветная,2025-05-04,70,1.08,19.7,5.97,6.0,False,Минеральное,B
Пекинская,2026-04-09,56,0.92,13.1,5.8,14.4,False,Комплексное,A
Краснокочанная,2025-06-01,132,2.47,19.3,7.22,7.3,False,Комплексное,A
Брокколи,2025-11-20,65,0.82,12.2,5.43,17.8,False,Биоудобрение,C
Белокочанная,2025-12-17,93,3.24,22.7,7.17,6.1,False,Комплексное,B
Краснокочанная,2024-06-05,133,2.16,16.6,5.26,8.4,False,Биоудобрение,B
Цветная,2024-07-26,113,2.15,20.1,5.63,13.6,False,Комплексное,B
Савойская,2026-06-15,112,2.59,18.3,6.06,16.1,False,Органическое,A
Брюссельская,2024-07-10,128,0.79,7.2,7.23,6.8,False,Минеральное,A
Белокочанная,2025-02-27,118,2.05,20.0,5.6,21.2,False,Комплексное,B
Белокочанная,2024-07-07,104,3.41,19.9,7.07,11.5,True,Органическое,C
Брокколи,2025-10-10,70,0.58,15.5,7.59,8.3,True,Минеральное,D
Кольраби,2024-03-06,79,0.85,10.0,6.57,16.6,False,Без удобрений,B
Белокочанная,2025-08-26,123,3.01,21.7,6.06,3.8,False,Комплексное,B
Савойская,2024-07-26,103,1.86,20.7,7.45,17.2,False,Биоудобрение,B
Краснокочанная,2025-08-17,106,2.15,16.9,5.96,17.4,False,Минеральное,A
Брюссельская,2024-09-01,122,1.27,8.8,7.05,10.7,False,Комплексное,A
Цветная,2024-10-13,92,1.99,16.8,5.6,9.6,False,Минеральное,B
Белокочанная,2024-06-30,116,2.4,26.5,6.78,13.9,False,Органическое,A
Цветная,2024-08-11,72,0.94,13.9,6.9,11.1,False,Без удобрений,C
Савойская,2025-09-05,118,1.75,17.2,6.5,11.9,False,Комплексное,A
Савойская,2025-07-26,109,1.29,13.2,6.16,10.5,True,Комплексное,C
Белокочанная,2025-07-21,138,3.6,21.2,6.4,19.6,False,Минеральное,A
Брюссельская,2025-07-29,112,1.12,8.1,6.8,15.1,True,Комплексное,B
Краснокочанная,2024-04-05,106,3.27,18.3,6.4,17.3,False,Органическое,A
Брюссельская,2025-04-11,113,1.28,7.9,6.03,10.6,False,Органическое,B
Краснокочанная,2024-09-29,109,1.92,19.5,7.12,13.8,False,Органическое,B
Пекинская,2025-02-26,79,0.47,10.4,6.56,10.7,True,Без удобрений,C
Цветная,2026-03-16,117,1.4,18.1,6.33,13.9,False,Без удобрений,A
Цветная,2026-01-31,97,1.16,14.7,5.22,11.6,False,Комплексное,A
Кольраби,2025-01-08,74,0.96,6.9,7.55,6.2,False,Органическое,C
Краснокочанная,2025-02-03,133,2.34,17.4,5.48,12.6,False,Без удобрений,B
Брокколи,2026-02-21,97,1.15,17.5,5.21,8.8,False,Органическое,C
Брюссельская,2025-10-29,123,0.45,8.7,6.06,12.4,False,Биоудобрение,A
Белокочанная,2024-11-25,121,1.67,19.1,5.54,18.2,False,Без удобрений,B
Пекинская,2025-05-10,65,1.18,12.6,5.41,9.0,False,Минеральное,C
Белокочанная,2024-12-16,103,2.1,17.7,7.27,10.5,False,Минеральное,C
Белокочанная,2025-03-16,132,1.91,20.3,5.83,13.3,True,Минеральное,C
Пекинская,2025-08-15,65,1.8,11.4,7.05,11.5,False,Органическое,B
Кольраби,2024-12-14,76,0.93,9.4,7.13,18.2,False,Минеральное,B
Цветная,2026-04-17,100,1.17,19.2,5.44,10.9,True,Минеральное,C
Брокколи,2025-04-25,78,0.87,10.7,5.34,16.2,False,Комплексное,B
Белокочанная,2024-07-20,96,2.85,16.8,5.73,15.1,False,Минеральное,B
Кольраби,2025-02-26,67,0.73,6.4,7.18,8.2,False,Без удобрений,C
Савойская,2024-05-21,132,2.07,13.2,6.0,16.8,False,Без удобрений,B
Пекинская,2024-09-01,52,0.92,11.4,6.5,14.0,False,Органическое,A
